transaction_id,amount,transaction_type,card_type,location,time_of_day,day_of_week,transaction_hour,previous_fraud_attempts,account_age_days,device_trust_score,is_fraud
TXN-0292,864.675684769068,online,Amex,Sydney,morning,Wednesday,3,0,1335,93,0.0
TXN-0293,223.29251210387235,in_store,Discover,Paris,evening,Monday,22,1,26,25,0.0
TXN-0294,67.94452064871399,online,Discover,London,afternoon,Thursday,6,0,295,82,0.0
TXN-0295,369.3267941395078,in_store,Discover,Sydney,evening,Saturday,3,2,502,86,0.0
TXN-0296,734.8239702228676,atm,Visa,New York,afternoon,Friday,21,2,606,30,1.0
TXN-0297,121.55900171495168,online,Amex,Singapore,evening,Monday,11,0,194,62,0.0
TXN-0298,487.60980932824646,in_store,Amex,Tokyo,afternoon,Monday,12,0,83,36,0.0
TXN-0299,44.60551449494864,atm,Discover,Berlin,afternoon,Saturday,2,0,15,23,0.0
TXN-0300,26.5325479551547,in_store,Visa,Sydney,late_night,Thursday,21,0,316,82,0.0
TXN-0301,378.95447031276046,online,Visa,Sydney,afternoon,Thursday,11,0,220,87,0.0
TXN-0302,388.9552213473711,online,Amex,Tokyo,late_night,Sunday,1,0,1084,60,0.0
TXN-0303,507.26872410230794,in_store,Visa,Sydney,afternoon,Wednesday,23,1,22,24,0.0
TXN-0304,647.4802814583421,online,Visa,New York,morning,Sunday,1,0,422,51,0.0
TXN-0305,1861.7785043499964,in_store,Visa,New York,afternoon,Saturday,22,1,9,89,0.0
TXN-0306,363.1455596151781,atm,Mastercard,Tokyo,morning,Sunday,8,0,68,54,0.0
TXN-0307,195.0098570529894,atm,Discover,Berlin,morning,Saturday,0,1,220,41,0.0
TXN-0308,792.8269898663432,online,Amex,Paris,afternoon,Thursday,7,1,221,84,0.0
TXN-0309,157.92573271806864,online,Amex,London,morning,Wednesday,22,0,422,41,0.0
TXN-0310,288.99171563665067,atm,Mastercard,Paris,late_night,Sunday,5,1,879,30,0.0
TXN-0311,40.85258429183495,in_store,Discover,Sydney,evening,Monday,5,0,371,96,0.0
TXN-0312,12.83880477073719,online,Amex,London,afternoon,Tuesday,21,0,1120,22,0.0
TXN-0313,1643.689961634301,atm,Visa,Tokyo,morning,Friday,17,0,778,28,0.0
TXN-0314,903.8838210575312,in_store,Amex,Tokyo,afternoon,Monday,16,1,320,79,0.0
TXN-0315,595.3213663996709,online,Visa,Berlin,late_night,Thursday,11,0,654,95,0.0
TXN-0316,262.9298222325709,online,Mastercard,London,afternoon,Friday,5,0,375,33,0.0
TXN-0317,95.15326807105437,online,Visa,New York,afternoon,Tuesday,7,0,29,37,0.0
TXN-0318,85.06037078642707,online,Amex,London,morning,Tuesday,18,0,492,92,0.0
TXN-0319,144.0029945632918,online,Amex,Sydney,late_night,Wednesday,9,0,36,42,0.0
TXN-0320,398.3953241566573,in_store,Amex,New York,evening,Friday,0,1,329,93,0.0
TXN-0321,626.9246438883879,online,Mastercard,Singapore,evening,Wednesday,12,0,442,66,0.0
TXN-0322,539.6951748483992,online,Mastercard,Singapore,morning,Monday,16,0,25,88,0.0
TXN-0323,164.20613069449797,online,Discover,Singapore,afternoon,Saturday,2,0,95,66,0.0
TXN-0324,1549.0517492781532,online,Amex,Tokyo,morning,Saturday,7,1,902,49,0.0
TXN-0325,669.5087024376131,atm,Visa,London,morning,Saturday,13,0,349,44,0.0
TXN-0326,404.11524096566563,online,Mastercard,Singapore,morning,Friday,2,0,103,47,0.0
TXN-0327,473.01523601871753,online,Amex,Paris,afternoon,Saturday,15,1,428,44,0.0
TXN-0328,272.01893276602567,in_store,Amex,Berlin,late_night,Monday,12,0,331,93,0.0
TXN-0329,142.33064613703175,online,Mastercard,Paris,morning,Wednesday,19,1,254,97,0.0
TXN-0330,220.0070646615562,online,Discover,Singapore,afternoon,Friday,23,2,1364,77,0.0
TXN-0331,709.0909238783566,online,Mastercard,Berlin,late_night,Wednesday,16,0,419,60,0.0
TXN-0332,7.249039860402138,online,Mastercard,Sydney,morning,Friday,12,0,171,44,0.0
TXN-0333,61.69019611998802,online,Visa,Paris,evening,Wednesday,5,0,587,97,0.0
TXN-0334,23.547188476260263,online,Visa,London,late_night,Tuesday,16,1,788,67,0.0
TXN-0335,20.790725958646213,online,Discover,London,morning,Wednesday,13,0,48,29,0.0
TXN-0336,967.1015168078293,atm,Amex,Paris,late_night,Saturday,16,1,81,94,0.0
TXN-0337,608.1203058503442,online,Mastercard,Singapore,late_night,Tuesday,7,0,88,30,0.0
TXN-0338,321.3922972064462,online,Discover,London,late_night,Wednesday,10,0,428,40,0.0
TXN-0339,51.478459223906626,in_store,Visa,Sydney,late_night,Friday,19,0,337,64,0.0
TXN-0340,338.25898289861664,online,Mastercard,New York,late_night,Friday,0,1,352,26,0.0
TXN-0341,320.7251660471856,in_store,Amex,Singapore,late_night,Friday,6,0,1031,83,0.0
TXN-0342,95.09735640011249,online,Visa,Sydney,morning,Thursday,20,0,545,83,0.0
TXN-0343,284.4495656511619,atm,Visa,Berlin,evening,Monday,20,0,49,21,1.0
TXN-0344,254.16830729160344,online,Visa,Sydney,afternoon,Friday,16,1,155,95,0.0
TXN-0345,478.36121645656726,online,Discover,Singapore,late_night,Tuesday,9,0,208,61,0.0
TXN-0346,504.05726802045604,online,Amex,Berlin,afternoon,Friday,10,1,184,73,0.0
TXN-0347,23.181162010267364,atm,Mastercard,Singapore,morning,Thursday,21,0,403,94,0.0
TXN-0348,234.69200232753076,online,Discover,London,late_night,Saturday,8,0,811,35,0.0
TXN-0349,491.5624973913643,online,Discover,New York,evening,Tuesday,8,1,133,37,0.0
TXN-0350,349.71972630389484,online,Discover,Singapore,afternoon,Thursday,23,0,292,78,0.0
TXN-0351,970.6747265877193,in_store,Visa,Singapore,late_night,Saturday,4,1,568,35,0.0
TXN-0352,537.4873820274989,online,Amex,London,morning,Sunday,16,0,196,25,0.0
TXN-0353,88.92643438365366,in_store,Discover,Tokyo,evening,Sunday,8,0,67,76,0.0
TXN-0354,36.59121812812042,online,Mastercard,London,afternoon,Tuesday,16,0,235,66,0.0
TXN-0355,514.1970735544455,online,Amex,Berlin,afternoon,Wednesday,23,1,20,67,0.0
TXN-0356,13.434536333697215,online,Mastercard,London,late_night,Monday,20,0,1041,61,0.0
TXN-0357,440.6736889036453,online,Amex,London,evening,Monday,18,1,28,95,0.0
TXN-0358,1408.627727693576,online,Mastercard,New York,evening,Thursday,6,0,210,79,0.0
TXN-0359,428.3912227887722,online,Visa,London,evening,Saturday,22,0,275,96,0.0
TXN-0360,245.65034611195364,in_store,Discover,Singapore,evening,Monday,8,0,1540,23,0.0
TXN-0361,515.413578922491,online,Mastercard,New York,morning,Saturday,6,0,66,21,0.0
TXN-0362,306.47798702554564,online,Amex,Paris,evening,Saturday,12,1,44,78,0.0
TXN-0363,394.4071802881601,online,Discover,Tokyo,afternoon,Thursday,10,0,3,46,0.0
TXN-0364,1419.0635731164996,online,Discover,New York,afternoon,Thursday,13,1,61,46,0.0
TXN-0365,243.96376367509356,online,Amex,Berlin,morning,Thursday,18,0,84,98,0.0
TXN-0366,1624.545930753377,online,Mastercard,Paris,afternoon,Monday,10,0,363,91,0.0
TXN-0367,1178.7880918849596,online,Visa,New York,afternoon,Sunday,12,0,90,26,1.0
TXN-0368,108.948130470225,in_store,Visa,New York,evening,Thursday,13,0,7,82,0.0
TXN-0369,35.94207765157851,atm,Mastercard,Tokyo,afternoon,Monday,12,0,639,65,0.0
TXN-0370,53.112667740815105,online,Discover,Singapore,morning,Thursday,0,0,166,82,0.0
TXN-0371,9.194943923616853,online,Discover,Berlin,evening,Friday,7,1,159,31,1.0
TXN-0372,49.60250582787707,in_store,Discover,Sydney,late_night,Saturday,11,1,131,32,0.0
TXN-0373,574.4374362885835,online,Discover,Sydney,evening,Thursday,18,1,1351,62,0.0
TXN-0374,36.92481347321351,online,Mastercard,New York,morning,Tuesday,11,1,68,36,0.0
TXN-0375,192.07859414743425,online,Discover,London,evening,Saturday,7,0,834,82,0.0
TXN-0376,931.7630200486385,in_store,Amex,Berlin,evening,Saturday,7,0,547,55,0.0
TXN-0377,11.773501590355755,in_store,Discover,Paris,morning,Thursday,20,1,29,27,0.0
TXN-0378,842.2652530929793,online,Visa,London,evening,Sunday,12,0,1577,88,0.0
TXN-0379,165.54173341981473,online,Discover,London,morning,Wednesday,11,0,115,99,0.0
TXN-0380,62.875059914553816,online,Mastercard,Berlin,morning,Sunday,15,0,37,55,0.0
TXN-0381,596.5777042199567,in_store,Visa,Singapore,late_night,Thursday,0,0,645,47,0.0
TXN-0382,495.69958821661015,online,Mastercard,New York,afternoon,Saturday,12,0,447,66,0.0
TXN-0383,1049.7079070434734,online,Mastercard,New York,afternoon,Tuesday,6,3,350,95,0.0
TXN-0384,664.1467893822002,in_store,Visa,New York,evening,Saturday,4,2,61,49,0.0
TXN-0385,813.4979029969891,online,Mastercard,New York,evening,Sunday,7,1,237,42,0.0
TXN-0386,165.6669311533693,in_store,Mastercard,Sydney,late_night,Tuesday,13,1,553,35,0.0
TXN-0387,97.66664802022349,online,Discover,New York,late_night,Monday,22,0,132,33,0.0
TXN-0388,694.3781980027123,online,Amex,Sydney,late_night,Friday,12,0,136,93,0.0
TXN-0389,822.1045916217098,online,Mastercard,Sydney,morning,Saturday,14,3,1,90,0.0
TXN-0390,2328.5024450701153,in_store,Mastercard,Singapore,late_night,Thursday,22,0,69,71,0.0
TXN-0391,266.0396770763025,in_store,Mastercard,New York,late_night,Monday,16,0,760,56,0.0
TXN-0392,232.62195598086635,in_store,Discover,Tokyo,evening,Friday,14,0,212,48,0.0
TXN-0393,748.9772516717935,online,Amex,Paris,late_night,Thursday,19,0,1514,86,0.0
TXN-0394,208.36683546537657,in_store,Visa,London,morning,Wednesday,17,0,183,34,0.0
TXN-0395,1335.0689621996632,online,Discover,Sydney,morning,Thursday,17,0,458,66,0.0
TXN-0396,977.4195785831246,online,Discover,Berlin,evening,Tuesday,1,0,120,65,0.0
TXN-0397,280.17780472107984,in_store,Amex,Berlin,late_night,Tuesday,3,1,165,71,0.0
TXN-0398,694.8923582477305,online,Amex,Paris,late_night,Wednesday,0,1,77,38,0.0
TXN-0399,702.3164934275086,online,Discover,Berlin,morning,Monday,3,0,155,96,0.0
TXN-0400,54.41875940335901,online,Visa,Tokyo,late_night,Friday,17,0,289,40,0.0
TXN-0401,1164.222840433816,online,Discover,Berlin,late_night,Thursday,4,0,1752,83,0.0
TXN-0402,351.8537448783772,online,Amex,London,late_night,Tuesday,18,0,398,56,0.0
TXN-0403,875.666278761665,online,Visa,London,afternoon,Monday,14,1,81,46,0.0
TXN-0404,192.86771308225414,online,Amex,Sydney,evening,Wednesday,7,0,16,74,1.0
TXN-0405,1129.3952572729631,in_store,Visa,New York,afternoon,Sunday,19,0,49,48,0.0
TXN-0406,246.4942270300856,in_store,Mastercard,Singapore,evening,Saturday,16,2,301,39,0.0
TXN-0407,5.448403307587739,online,Amex,Tokyo,morning,Sunday,0,0,528,44,0.0
TXN-0408,1178.9536484812268,online,Amex,Sydney,late_night,Sunday,11,2,1029,89,0.0
TXN-0409,47.86280527423763,online,Discover,Tokyo,evening,Tuesday,18,1,5,82,1.0
TXN-0410,192.32681669251943,online,Amex,New York,afternoon,Wednesday,14,2,270,55,0.0
TXN-0411,1498.4861915941428,online,Amex,Berlin,late_night,Thursday,8,0,232,21,0.0
TXN-0412,1503.9747700519947,in_store,Mastercard,Berlin,morning,Sunday,6,1,389,41,0.0
TXN-0413,425.9986455276319,online,Amex,Singapore,evening,Sunday,1,0,299,35,1.0
TXN-0414,499.61504019526234,online,Mastercard,New York,evening,Friday,8,1,424,37,0.0
TXN-0415,297.5073318114288,online,Mastercard,Sydney,evening,Tuesday,9,0,391,88,0.0
TXN-0416,173.51138937309852,online,Mastercard,Singapore,late_night,Tuesday,1,0,45,73,0.0
TXN-0417,199.24316727519488,atm,Mastercard,New York,afternoon,Thursday,18,0,586,49,0.0
TXN-0418,558.1617899642531,in_store,Visa,Paris,afternoon,Saturday,10,0,48,64,0.0
TXN-0419,697.9189368315386,online,Discover,London,evening,Monday,12,0,437,38,0.0
TXN-0420,784.0977081105743,in_store,Visa,Singapore,morning,Friday,9,0,196,53,0.0
TXN-0421,779.4155159243709,online,Amex,Singapore,morning,Tuesday,13,0,263,32,0.0
TXN-0422,47.81847327015972,in_store,Visa,Sydney,afternoon,Friday,17,1,852,62,0.0
TXN-0423,341.024798286678,in_store,Visa,Tokyo,morning,Tuesday,18,0,805,81,0.0
TXN-0424,29.640853224368897,online,Amex,Paris,afternoon,Friday,21,1,621,41,0.0
TXN-0425,398.7306578476965,online,Amex,Sydney,evening,Wednesday,8,0,260,71,0.0
TXN-0426,291.27763749364175,online,Amex,New York,afternoon,Sunday,6,0,486,71,0.0
TXN-0427,1093.3093321104006,online,Visa,New York,afternoon,Tuesday,2,1,262,55,0.0
TXN-0428,216.09580973394256,in_store,Visa,New York,evening,Friday,19,0,743,92,0.0
TXN-0429,62.252988776225436,online,Amex,New York,morning,Monday,5,1,188,38,0.0
TXN-0430,77.15382727105968,online,Discover,Tokyo,afternoon,Wednesday,20,0,1282,57,0.0
TXN-0431,716.7152735395468,in_store,Discover,Paris,afternoon,Wednesday,1,0,982,89,0.0
TXN-0432,481.4528398740175,atm,Mastercard,Berlin,evening,Monday,5,1,493,98,0.0
TXN-0433,53.304356122692724,online,Amex,London,morning,Friday,2,0,119,76,0.0
TXN-0434,43.92776083430254,online,Mastercard,Tokyo,afternoon,Thursday,15,0,51,39,0.0
TXN-0435,603.6042358265498,online,Discover,Tokyo,evening,Monday,7,0,704,28,0.0
TXN-0436,37.77304476289857,online,Mastercard,Berlin,afternoon,Friday,1,1,65,51,0.0
TXN-0437,862.5929269042907,atm,Amex,Berlin,late_night,Monday,16,0,702,23,0.0
TXN-0438,612.4998765650025,online,Amex,London,evening,Monday,8,0,246,69,0.0
TXN-0439,42.42437529015603,online,Amex,London,morning,Tuesday,11,0,190,24,0.0
TXN-0440,44.32693388890335,online,Visa,Berlin,morning,Friday,2,0,852,39,0.0
TXN-0441,2157.729281029046,online,Mastercard,New York,morning,Thursday,10,0,337,94,0.0
TXN-0442,234.4187912761448,in_store,Discover,Tokyo,morning,Sunday,0,0,313,56,0.0
TXN-0443,231.52763023765624,in_store,Discover,Sydney,afternoon,Tuesday,22,1,298,41,0.0
TXN-0444,837.7877016413386,online,Discover,London,afternoon,Monday,12,1,169,77,0.0
TXN-0445,1471.0822689816218,online,Visa,London,morning,Sunday,14,1,562,87,0.0
TXN-0446,2134.386969800992,online,Visa,Berlin,morning,Saturday,4,0,106,63,1.0
TXN-0447,699.9496150581709,atm,Amex,Paris,morning,Sunday,20,0,1020,53,0.0
TXN-0448,236.01049980956282,in_store,Discover,Sydney,afternoon,Monday,16,1,819,96,0.0
TXN-0449,43.59699684897863,online,Visa,Sydney,morning,Monday,22,1,150,61,0.0
TXN-0450,750.6212702273128,in_store,Amex,London,morning,Friday,23,1,477,28,0.0
TXN-0451,408.68020378074647,in_store,Discover,New York,late_night,Friday,5,1,310,26,0.0
TXN-0452,276.01656265248687,online,Mastercard,Paris,late_night,Tuesday,20,1,150,87,0.0
TXN-0453,1184.1188377390451,atm,Amex,Sydney,morning,Thursday,21,1,1630,38,1.0
TXN-0454,58.94010398594012,online,Visa,London,evening,Tuesday,10,1,9,50,0.0
TXN-0455,339.25255468647714,online,Visa,Sydney,morning,Wednesday,17,1,106,54,0.0
TXN-0456,5.7092947162708345,online,Amex,Singapore,late_night,Monday,3,2,267,76,0.0
TXN-0457,316.1771847914631,online,Amex,Paris,evening,Sunday,2,0,269,80,0.0
TXN-0458,28.97521553296289,online,Visa,Paris,evening,Saturday,12,0,324,50,0.0
TXN-0459,63.245497965585606,in_store,Mastercard,Singapore,morning,Monday,22,1,508,72,0.0
TXN-0460,62.513116003728136,online,Discover,Tokyo,late_night,Monday,8,0,356,51,0.0
TXN-0461,523.7841932034858,in_store,Mastercard,Singapore,late_night,Tuesday,20,1,334,85,0.0
TXN-0462,685.2988587982363,online,Amex,Berlin,evening,Saturday,5,0,20,78,0.0
TXN-0463,437.7768886014343,online,Mastercard,Berlin,morning,Saturday,11,1,172,29,0.0
TXN-0464,1637.3601045511884,online,Visa,London,afternoon,Saturday,1,0,96,21,0.0
TXN-0465,234.89828896013358,online,Amex,Paris,afternoon,Tuesday,2,1,112,85,0.0
TXN-0466,168.23457871027935,in_store,Discover,Tokyo,late_night,Monday,2,0,294,79,0.0
TXN-0467,1014.7512690851148,online,Visa,Tokyo,afternoon,Tuesday,11,0,81,36,0.0
TXN-0468,126.54103386592669,online,Visa,Sydney,late_night,Friday,14,0,127,35,1.0
TXN-0469,1651.4350531259554,online,Discover,Sydney,late_night,Friday,8,1,98,35,0.0
TXN-0470,6.114472179484654,in_store,Discover,Singapore,late_night,Tuesday,22,0,1082,65,0.0
TXN-0471,1751.263461439741,atm,Mastercard,Tokyo,afternoon,Saturday,7,0,1056,58,0.0
TXN-0472,22.05949930925095,in_store,Amex,Singapore,late_night,Monday,10,0,343,50,0.0
TXN-0473,1108.8606145800045,online,Discover,Singapore,evening,Tuesday,15,0,943,20,0.0
TXN-0474,375.07162517469516,online,Discover,Sydney,morning,Tuesday,21,0,562,30,0.0
TXN-0475,2478.414303963016,online,Amex,Paris,morning,Tuesday,3,0,325,23,0.0
TXN-0476,38.33068797722747,online,Discover,Singapore,late_night,Wednesday,0,1,2,90,1.0
TXN-0477,403.5548318666744,online,Discover,New York,morning,Friday,23,0,540,45,0.0
TXN-0478,1741.7876106280025,online,Mastercard,Paris,afternoon,Sunday,6,0,442,69,0.0
TXN-0479,370.22196659052196,online,Visa,Tokyo,afternoon,Saturday,1,1,348,31,0.0
TXN-0480,496.3141451905937,online,Visa,Tokyo,morning,Thursday,23,0,521,94,0.0
TXN-0481,594.9506190583871,in_store,Visa,Singapore,afternoon,Sunday,4,0,262,84,0.0
TXN-0482,303.06387783847543,online,Visa,Paris,morning,Saturday,6,1,444,66,0.0
TXN-0483,493.83708650401104,online,Discover,Sydney,morning,Thursday,3,1,998,72,0.0
TXN-0484,438.9129309028778,in_store,Amex,Sydney,morning,Wednesday,4,0,172,90,0.0
TXN-0485,1157.1163847413238,online,Amex,Berlin,late_night,Tuesday,23,1,449,21,0.0
TXN-0486,23.25573087174049,in_store,Mastercard,Tokyo,morning,Wednesday,0,3,235,43,0.0
TXN-0487,164.92136294937924,online,Mastercard,London,late_night,Wednesday,0,1,409,23,1.0
TXN-0488,1501.9980029304656,online,Discover,Berlin,morning,Sunday,14,1,525,38,0.0
TXN-0489,1104.8379142267431,in_store,Amex,Sydney,morning,Monday,19,1,16,45,0.0
TXN-0490,304.08763097981,in_store,Amex,Paris,morning,Sunday,18,0,379,94,0.0
TXN-0491,483.9665143694886,in_store,Visa,Sydney,afternoon,Friday,9,0,93,59,0.0
TXN-0492,162.43670994756508,online,Discover,Paris,late_night,Thursday,17,1,404,69,0.0
TXN-0493,104.20208071803225,online,Discover,Berlin,late_night,Tuesday,2,0,230,62,0.0
TXN-0494,311.5292994020494,online,Visa,Tokyo,morning,Sunday,10,1,542,94,0.0
TXN-0495,217.97676730836668,online,Discover,Sydney,morning,Thursday,14,0,48,86,0.0
TXN-0496,438.1218530033215,atm,Discover,Singapore,afternoon,Saturday,10,0,359,31,0.0
TXN-0497,40.46114221659239,online,Mastercard,Paris,afternoon,Thursday,16,0,119,86,0.0
TXN-0498,1832.4800612612837,atm,Amex,Tokyo,afternoon,Saturday,16,0,699,46,0.0
TXN-0499,2141.9327877762694,online,Discover,London,late_night,Sunday,5,0,962,73,0.0
